,Year,gdp_per_capita_current,gdp_per_capita_constant_2015,forest_area_hectares,forest_proportion,Flag,woodfuel_coniferous_m3,woodfuel_non_coniferous_m3,ISO3,rural_pop_percent,mean_temp
0,1970,1038.674492,1482.253517,,,E,420000.0,1259000.0,ALB,12.02,12.02
1,1971,1042.771008,1504.466905,,,E,400000.0,1208000.0,ALB,11.73,11.73
2,1972,1047.290691,1527.755541,,,E,400000.0,1208000.0,ALB,11.85,11.85
3,1973,1052.232498,1551.962037,,,E,400000.0,1208000.0,ALB,11.67,11.67
4,1974,1057.353822,1576.398652,,,E,400000.0,1208000.0,ALB,11.76,11.76
5,1975,1063.242479,1603.237289,,,E,400000.0,1208000.0,ALB,11.77,11.77
6,1976,1069.771,1630.829409,,,E,400000.0,1208000.0,ALB,11.24,11.24
7,1977,1075.643628,1656.317542,,,E,400000.0,1208000.0,ALB,12.4,12.4
8,1978,1082.928135,1689.376378,,,E,400000.0,1208000.0,ALB,11.32,11.32
9,1979,884.731616,1719.09792,,,E,400000.0,1208000.0,ALB,11.93,11.93
10,1980,783.002312,1739.593261,,,E,400000.0,1208000.0,ALB,11.34,11.34
11,1981,793.959448,1803.286964,,,E,400000.0,1208000.0,ALB,11.57,11.57
12,1982,801.018258,1819.619745,,,E,400000.0,1208000.0,ALB,12.28,12.28
13,1983,793.556393,1802.854982,,,E,400000.0,1208000.0,ALB,11.67,11.67
14,1984,767.544209,1744.367055,,,E,400000.0,1208000.0,ALB,11.88,11.88
15,1985,768.08624,1739.474223,,,E,400000.0,1208000.0,ALB,12.32,12.32
16,1986,776.346195,1800.260558,,,E,400000.0,1208000.0,ALB,12.17,12.17
17,1987,755.260967,1751.366256,,,E,400000.0,1208000.0,ALB,12.14,12.14
18,1988,765.783381,1692.051874,,,E,400000.0,1208000.0,ALB,12.12,12.12
19,1989,901.917062,1831.508686,,,E,400000.0,1208000.0,ALB,11.84,11.84
20,1990,654.599954,1640.038032,788.8,28.79,A,,1156000.0,ALB,12.5,12.5
21,1990,654.599954,1640.038032,788.8,28.79,E,400000.0,,ALB,12.5,12.5
22,1991,486.548163,1179.124461,,,E,400000.0,1156000.0,ALB,11.21,11.21
23,1992,461.884516,1094.413296,,,E,400000.0,1156000.0,ALB,11.83,11.83
24,1993,518.771788,1200.743449,,,A,15000.0,523000.0,ALB,11.99,11.99
25,1994,575.31821,1303.786738,,,A,11500.0,334000.0,ALB,13.06,13.06
26,1995,734.299736,1482.397675,,,E,11500.0,334000.0,ALB,11.65,11.65
27,1996,985.816222,1594.52257,,,E,11500.0,334000.0,ALB,11.76,11.76
28,1997,688.820057,1427.378304,,,E,11500.0,334000.0,ALB,11.96,11.96
29,1998,795.876444,1562.855673,,,E,,334000.0,ALB,12.26,12.26
30,1998,795.876444,1562.855673,,,X,6330.0,,ALB,12.26,12.26
31,1999,1010.372801,1776.235933,,,A,12000.0,162000.0,ALB,12.64,12.64
32,2000,1101.523635,1913.086714,769.3,28.08,A,24000.0,300000.0,ALB,12.41,12.41
33,2001,1247.445387,2083.725044,,,A,0.0,186600.0,ALB,12.39,12.39
34,2002,1389.833447,2187.881773,,,X,0.0,222200.0,ALB,12.44,12.44
35,2003,1783.612378,2320.692395,,,X,0.0,221000.0,ALB,12.58,12.58
36,2004,2316.174138,2464.028398,,,E,0.0,221000.0,ALB,12.05,12.05
37,2005,2617.575787,2619.219646,,,E,0.0,221000.0,ALB,11.44,11.44
38,2006,2915.973259,2796.869988,,,E,0.0,221000.0,ALB,11.7,11.7
39,2007,3532.160554,2991.593371,,,X,0.0,350000.0,ALB,12.79,12.79
40,2008,4303.926222,3248.154337,,,E,0.0,350000.0,ALB,12.62,12.62
41,2009,4066.957205,3392.759072,,,E,0.0,350000.0,ALB,12.7,12.7
42,2010,4072.38399,3557.880139,782.07,28.54,E,0.0,350000.0,ALB,12.61,12.61
43,2011,4427.512594,3670.035796,,,A,,1100000.0,ALB,12.48,12.48
44,2011,4427.512594,3670.035796,,,E,0.0,,ALB,12.48,12.48
45,2012,4233.611016,3723.987616,,,E,0.0,1100000.0,ALB,12.89,12.89
46,2013,4394.110945,3764.46208,,,E,0.0,1100000.0,ALB,13.04,13.04
47,2014,4555.523854,3836.315988,,,E,0.0,1100000.0,ALB,13.0,13.0
48,2015,3928.3624,3928.3624,797.18,29.09,E,0.0,1100000.0,ALB,13.1,13.1
49,2016,4093.082924,4059.639521,,,E,0.0,1100000.0,ALB,13.0,13.0
50,2017,4492.285003,4213.457715,,,E,,1100000.0,ALB,12.97,12.97
51,2017,4492.285003,4213.457715,,,I,50000.0,,ALB,12.97,12.97
52,2018,5236.771954,4388.869585,,,A,399.0,770000.0,ALB,13.57,13.57
53,2019,5338.568961,4494.817215,,,A,1245.0,784995.0,ALB,13.4,13.4
54,2020,5279.588805,4366.153591,941.0,34.34,A,680.0,761002.0,ALB,13.21,13.21
55,2021,6292.230758,4792.41958,,,A,0.0,884972.0,ALB,12.97,12.97
56,2022,6689.887324,5064.307647,,,A,0.0,703292.0,ALB,13.36,13.36
57,2023,8172.294966,5268.200033,,,A,0.0,694995.0,ALB,13.71,13.71
58,2024,9496.374219,5515.932701,,,A,7067.0,758982.0,ALB,,
59,1970,4979.690462,44863.797234,,,,,,AND,4.33,4.33
60,1971,5276.146334,43741.866626,,,,,,AND,4.02,4.02
61,1972,6251.078296,44183.777744,,,,,,AND,3.58,3.58
62,1973,7783.052325,44583.757723,,,,,,AND,4.14,4.14
63,1974,9034.0599,44193.697564,,,,,,AND,3.91,3.91
64,1975,10028.059741,41803.170751,,,,,,AND,4.14,4.14
65,1976,9770.119969,40745.971862,,,,,,AND,3.86,3.86
66,1977,10335.084956,39663.739025,,,,,,AND,4.43,4.43
67,1978,11906.09221,38230.283087,,,,,,AND,4.08,4.08
68,1979,15179.33694,36494.731486,,,,,,AND,4.03,4.03
69,1980,15785.046942,35762.650386,,,,,,AND,4.02,4.02
70,1981,13242.126491,34382.50541,,,,,,AND,4.75,4.75
71,1982,12270.359942,33377.839544,,,,,,AND,4.93,4.93
72,1983,10226.596544,32461.348023,,,,,,AND,5.3,5.3
73,1984,9879.821379,31705.313813,,,,,,AND,3.7,3.7
74,1985,10011.352196,31292.825723,,,,,,AND,4.58,4.58
75,1986,13335.27075,30961.489681,,,,,,AND,4.72,4.72
76,1987,16231.790175,31363.313187,,,,,,AND,5.12,5.12
77,1988,18472.528621,31785.120006,,,,,,AND,5.2,5.2
78,1989,19884.68313,32527.214631,,,,,,AND,5.65,5.65
79,1990,24754.38113,32488.02048,17.69,37.64,,,,AND,5.39,5.39
80,1991,24715.699745,30922.094107,,,,,,AND,4.52,4.52
81,1992,25432.670286,29378.320477,,,,,,AND,4.57,4.57
82,1993,20139.989396,27663.384277,,,,,,AND,4.65,4.65
83,1994,19926.868118,27735.053406,,,,,,AND,5.87,5.87
84,1995,23336.712796,28812.215083,,,,,,AND,5.22,5.22
85,1996,24205.858386,29545.486676,,,,,,AND,4.56,4.56
86,1997,23089.83976,31868.209627,,,,,,AND,6.05,6.05
87,1998,23454.888334,32543.291312,,,,,,AND,5.25,5.25
88,1999,23883.556215,33708.163256,,,,,,AND,4.85,4.85
89,2000,21810.196252,34113.848164,17.29,36.79,,,,AND,5.58,5.58
90,2001,23511.309359,36790.103506,,,,,,AND,5.18,5.18
91,2002,26528.175342,38084.520252,,,,,,AND,5.4,5.4
92,2003,34063.821124,39620.595827,,,,,,AND,5.78,5.78
93,2004,39021.055893,40054.289204,,,,,,AND,5.16,5.16
94,2005,40830.122099,40528.361629,,,,,,AND,4.71,4.71
95,2006,43466.890985,41321.764946,,,,,,AND,6.34,6.34
96,2007,48335.902613,40788.910926,,,,,,AND,5.79,5.79
97,2008,49132.830752,37775.316123,,,,,,AND,5.21,5.21
98,2009,43974.994989,35604.403406,,,E,0.0,0.0,AND,5.78,5.78
99,2010,42746.863132,36277.257825,18.08,38.47,E,0.0,0.0,AND,4.41,4.41
100,2011,46657.178937,37637.405132,,,E,0.0,0.0,AND,6.49,6.49
101,2012,41500.480789,36206.986497,,,E,0.0,0.0,AND,5.56,5.56
102,2013,42470.568991,35684.366058,,,E,0.0,0.0,AND,4.85,4.85
103,2014,44369.666878,37300.545074,,,E,0.0,0.0,AND,5.97,5.97
104,2015,38655.178163,38655.178163,18.29,38.91,E,0.0,0.0,AND,6.36,6.36
105,2016,40129.569333,40084.704616,,,E,0.0,0.0,AND,5.96,5.96
106,2017,40673.244876,39361.280564,,,E,0.0,0.0,AND,6.2,6.2
107,2018,42819.768719,39242.144332,,,E,0.0,0.0,AND,5.82,5.82
108,2019,41258.107861,39346.455049,,,I,0.0,0.0,AND,6.07,6.07
109,2020,37361.043511,34536.671899,18.16,38.64,I,0.0,0.0,AND,5.84,5.84
110,2021,42425.898954,36929.284634,,,I,0.0,0.0,AND,5.16,5.16
111,2022,42414.059011,39780.35941,,,I,0.0,0.0,AND,7.26,7.26
112,2023,46812.44845,40227.195908,,,E,0.0,,AND,7.29,7.29
113,2023,46812.44845,40227.195908,,,I,,0.0,AND,7.29,7.29
114,2024,49303.974257,41034.719423,,,I,0.0,0.0,AND,,
115,1970,2050.922667,18004.19579,,,A,342000.0,944000.0,AUT,5.26,5.26
116,1971,2371.955504,18840.70446,,,A,315000.0,887000.0,AUT,5.81,5.81
117,1972,2913.034431,19894.584576,,,A,276000.0,791000.0,AUT,5.4,5.4
118,1973,3875.905976,20751.771612,,,A,249000.0,709000.0,AUT,5.41,5.41
119,1974,4613.144209,21533.658098,,,A,288000.0,736000.0,AUT,6.04,6.04
120,1975,5265.560942,21512.654832,,,A,292000.0,733000.0,AUT,6.02,6.02
121,1976,5656.82907,22537.061876,,,A,280000.0,683000.0,AUT,5.55,5.55
122,1977,6785.170592,23672.932082,,,A,269000.0,660000.0,AUT,6.01,6.01
123,1978,8174.281261,23642.218883,,,A,273000.0,761000.0,AUT,5.03,5.03
124,1979,9757.266297,24951.109756,,,A,549000.0,864000.0,AUT,5.4,5.4
125,1980,10827.971231,25382.915952,,,A,549000.0,864000.0,AUT,4.78,4.78
126,1981,9349.525208,25282.150096,,,A,549000.0,864000.0,AUT,5.7,5.7
127,1982,9374.468993,25771.831147,,,A,549000.0,864000.0,AUT,6.1,6.1
128,1983,9500.651963,26579.871179,,,E,549000.0,864000.0,AUT,6.38,6.38
129,1984,8956.597108,26595.077615,,,E,549000.0,864000.0,AUT,5.22,5.22
130,1985,9137.202505,27246.649503,,,A,1249000.0,1191000.0,AUT,5.12,5.12
131,1986,13032.446335,27854.973179,,,A,1262000.0,1255000.0,AUT,5.54,5.54
132,1987,16329.743284,28214.67094,,,A,1249000.0,1255000.0,AUT,5.41,5.41
133,1988,17508.928969,29102.226388,,,A,1336000.0,1398000.0,AUT,6.18,6.18
134,1989,17398.42398,30094.335641,,,A,1310000.0,1370000.0,AUT,6.3,6.3
135,1990,21591.652652,31159.984132,3775.67,45.75,A,1360000.0,1253000.0,AUT,6.23,6.23
136,1991,22316.081735,31910.302972,,,A,1249000.0,1188000.0,AUT,5.24,5.24
137,1992,24775.575877,32222.890014,,,A,1609000.0,1385000.0,AUT,6.57,6.57
138,1993,23980.315004,32127.261,,,A,1831000.0,1318000.0,AUT,6.06,6.06
139,1994,25541.032542,32771.930309,,,A,1963000.0,1296000.0,AUT,7.58,7.58
140,1995,30201.3281,33594.790556,,,A,1870000.0,1189000.0,AUT,6.2,6.2
141,1996,29640.607247,34293.480387,,,A,2601000.0,1196000.0,AUT,5.16,5.16
142,1997,26565.366518,34990.29234,,,A,2131000.0,1292000.0,AUT,6.35,6.35
143,1998,27206.08878,36173.146491,,,X,1853000.0,1322000.0,AUT,6.42,6.42
144,1999,27073.394986,37461.5181,,,X,1781000.0,1314000.0,AUT,6.44,6.44
145,2000,24483.135232,38564.529719,3838.14,46.51,X,1623000.0,1237000.0,AUT,7.2,7.2
146,2001,24430.679768,38930.046678,,,X,1641000.0,1264000.0,AUT,6.42,6.42
147,2002,26335.906598,39315.281702,,,X,1770000.0,1266000.0,AUT,7.37,7.37
148,2003,32105.455166,39563.545137,,,X,1960000.0,1376000.0,AUT,6.93,6.93
149,2004,36607.419211,40325.805362,,,X,2097000.0,1443000.0,AUT,6.38,6.38
150,2005,38150.992278,40982.161959,,,X,2162000.0,1523000.0,AUT,6.11,6.11
151,2006,40376.067413,42113.751091,,,X,2822000.0,1883000.0,AUT,6.77,6.77
152,2007,46614.730035,43561.137287,,,X,3056778.0,1739599.0,AUT,7.48,7.48
153,2008,51570.512741,44054.56521,,,X,3162038.0,1861651.0,AUT,7.31,7.31
154,2009,47847.45174,42363.62821,,,X,2735009.0,1848544.0,AUT,7.0,7.0
155,2010,46601.736421,43026.725883,3861.64,46.8,A,2754356.0,1795156.0,AUT,6.11,6.11
156,2011,51106.986558,44137.638204,,,A,2943685.0,2121454.0,AUT,7.36,7.36
157,2012,48241.192581,44213.015991,,,A,2995787.0,2193675.0,AUT,7.14,7.14
158,2013,50295.962441,43843.180385,,,A,2859041.0,2097931.0,AUT,6.97,6.97
159,2014,51306.198463,43831.339151,,,A,2854150.0,2204690.0,AUT,8.09,8.09
160,2015,43908.422817,43908.422817,3875.73,46.97,A,2999342.0,1979722.0,AUT,8.01,8.01
161,2016,45055.066025,44356.336695,,,A,2709688.0,1880264.0,AUT,7.46,7.46
162,2017,47157.248621,45050.434861,,,A,2872955.0,2035758.0,AUT,7.3,7.3
163,2018,51187.535062,45945.711689,,,A,3217600.0,2025620.0,AUT,8.22,8.22
164,2019,49880.624656,46545.551313,,,A,3634197.0,1944838.0,AUT,8.08,8.08
165,2020,48691.613211,43406.593083,3889.82,47.14,A,3359345.0,1967770.0,AUT,7.74,7.74
166,2021,53581.354967,45256.501157,,,A,2992895.0,1906613.0,AUT,6.91,6.91
167,2022,52045.277491,47131.985689,,,A,3247734.0,2175972.0,AUT,8.15,8.15
168,2023,56041.748295,46345.717321,,,E,3451236.0,2220221.0,AUT,8.35,8.35
169,2024,57192.54051,45850.120046,,,E,3480182.0,2104299.0,AUT,,
170,1970,2773.156236,18029.153822,,,,,,BEL,9.18,9.18
171,1971,3085.066381,18636.076593,,,,,,BEL,9.37,9.37
172,1972,3838.083573,19558.219216,,,,,,BEL,8.83,8.83
173,1973,4912.895759,20706.125733,,,,,,BEL,9.27,9.27
174,1974,5755.465501,21536.324547,,,,,,BEL,9.62,9.62
175,1975,6737.088963,21222.918371,,,,,,BEL,9.58,9.58
176,1976,7287.101248,22398.644068,,,,,,BEL,9.86,9.86
177,1977,8475.348482,22504.039309,,,,,,BEL,9.5,9.5
178,1978,10340.33116,23109.342941,,,,,,BEL,8.79,8.79
179,1979,11855.325869,23603.227775,,,,,,BEL,8.54,8.54
180,1980,12898.532879,24597.697012,,,,,,BEL,8.77,8.77
181,1981,10631.650821,24485.232709,,,,,,BEL,9.17,9.17
182,1982,9337.823731,24601.799791,,,,,,BEL,9.79,9.79
183,1983,8833.887413,24661.503612,,,,,,BEL,9.81,9.81
184,1984,8440.659707,25255.792166,,,,,,BEL,9.13,9.13
185,1985,8731.057269,25658.022227,,,,,,BEL,8.3,8.3
186,1986,12139.203018,26108.145295,,,,,,BEL,8.78,8.78
187,1987,15091.84467,26677.552544,,,,,,BEL,8.62,8.62
188,1988,16367.126024,27888.517914,,,,,,BEL,9.98,9.98
189,1989,16526.937023,28797.912063,,,,,,BEL,10.52,10.52
190,1990,20613.422041,29628.677863,677.4,22.33,,,,BEL,10.41,10.41
191,1991,21052.963917,30057.149969,,,,,,BEL,9.25,9.25
192,1992,23371.708382,30374.367819,,,,,,BEL,9.98,9.98
193,1993,22282.270904,29966.040905,,,,,,BEL,9.58,9.58
194,1994,24208.615807,30838.014389,,,,,,BEL,10.67,10.67
195,1995,28412.92233,31507.211542,,,,,,BEL,10.38,10.38
196,1996,27488.086988,31861.626326,,,,,,BEL,8.54,8.54
197,1997,24820.079793,32990.791375,,,,,,BEL,10.13,10.13
198,1998,25337.45482,33566.416802,,,,,,BEL,9.98,9.98
199,1999,25252.153714,34675.715071,,,,,,BEL,10.54,10.54
200,2000,23097.834276,35876.680981,667.3,22.0,E,50000.0,500000.0,BEL,10.61,10.61
201,2001,23014.099158,36146.76127,,,E,50000.0,500000.0,BEL,10.2,10.2
202,2002,25005.73643,36600.19667,,,X,50000.0,500000.0,BEL,10.7,10.7
203,2003,30654.834064,36825.819195,,,X,50000.0,500000.0,BEL,10.54,10.54
204,2004,35428.880838,37976.132454,,,X,50000.0,550000.0,BEL,10.03,10.03
205,2005,36808.758167,38644.270314,,,X,50000.0,600000.0,BEL,10.39,10.39
206,2006,38703.329034,39369.277476,,,X,50000.0,620000.0,BEL,10.73,10.73
207,2007,44320.030936,40520.875617,,,X,50000.0,690000.0,BEL,10.78,10.78
208,2008,48304.595426,40381.908567,,,X,50000.0,650000.0,BEL,10.13,10.13
209,2009,44855.028127,39233.886369,,,X,50000.0,675000.0,BEL,10.24,10.24
210,2010,44031.543708,39841.496959,689.87,22.74,X,49209.0,664316.0,BEL,8.99,8.99
211,2011,47759.239816,40235.620055,,,X,61569.0,831184.0,BEL,10.91,10.91
212,2012,44871.803489,40072.378588,,,E,61569.0,831184.0,BEL,10.01,10.01
213,2013,46960.937758,40004.784556,,,E,61570.0,831180.0,BEL,9.51,9.51
214,2014,47991.231776,40530.073489,,,E,61570.0,831180.0,BEL,11.25,11.25
215,2015,40889.675383,40889.675383,689.3,22.72,E,61570.0,831180.0,BEL,10.65,10.65
216,2016,41849.828003,41168.241359,,,E,61570.0,831180.0,BEL,10.34,10.34
217,2017,44029.817866,41614.124649,,,E,61570.0,831180.0,BEL,10.73,10.73
218,2018,47480.76545,42202.634379,,,E,61570.0,831180.0,BEL,11.23,11.23
219,2019,46709.963242,43000.273622,,,E,61570.0,831180.0,BEL,10.92,10.92
220,2020,45900.30868,40763.711992,670.52,21.99,E,61570.0,831180.0,BEL,11.53,11.53
221,2021,51724.322127,43177.103178,,,E,61570.0,831180.0,BEL,10.09,10.09
222,2022,50974.74626,44730.595324,,,E,61570.0,831180.0,BEL,11.52,11.52
223,2023,55048.975235,45015.668972,,,E,61570.0,831180.0,BEL,11.49,11.49
224,2024,56623.98771,45374.114295,,,I,61570.0,831180.0,BEL,,
225,1990,1743.170624,791.21187,2210.0,43.16,,,,BIH,10.01,10.01
226,1991,1371.73866,715.690041,,,,,,BIH,8.66,8.66
227,1992,1118.079088,704.999856,,,,,,BIH,9.75,9.75
228,1993,929.872662,747.93062,,,,,,BIH,9.33,9.33
229,1994,739.833445,871.142829,,,,,,BIH,10.53,10.53
230,1995,535.306183,1012.927168,,,,,,BIH,9.33,9.33
231,1996,712.989875,1497.566622,,,,,,BIH,8.75,8.75
232,1997,944.143692,1973.478513,,,X,10000.0,900000.0,BIH,9.44,9.44
233,1998,1037.036723,2261.368981,,,X,10000.0,900000.0,BIH,9.72,9.72
234,1999,1137.548101,2452.132849,,,X,10000.0,900000.0,BIH,10.08,10.08
235,2000,1338.480742,2566.588175,2111.65,41.24,X,13000.0,937000.0,BIH,10.96,10.96
236,2001,1387.893918,2616.414815,,,X,25000.0,835000.0,BIH,10.09,10.09
237,2002,1606.5462,2742.333988,,,X,31000.0,1119000.0,BIH,10.75,10.75
238,2003,2033.946776,2854.845719,,,X,26000.0,1189000.0,BIH,10.31,10.31
239,2004,2452.686125,3062.936954,,,X,32000.0,1278000.0,BIH,9.95,9.95
240,2005,2739.610736,3216.86968,,,X,20000.0,1342000.0,BIH,9.17,9.17
241,2006,3166.128742,3418.75591,,,X,13000.0,1446000.0,BIH,10.0,10.0
242,2007,3931.490203,3664.014744,,,X,11000.0,1328000.0,BIH,10.93,10.93
243,2008,4841.693673,3927.880152,,,X,8000.0,1432000.0,BIH,10.96,10.96
244,2009,4539.917878,3876.398175,,,X,2000.0,1327000.0,BIH,10.7,10.7
245,2010,4506.480188,3980.042747,2102.66,41.07,A,3000.0,1415000.0,BIH,10.14,10.14
246,2011,4982.695889,4093.053052,,,A,3000.0,1492000.0,BIH,10.58,10.58
247,2012,4693.788425,4138.702583,,,A,3000.0,1415000.0,BIH,10.83,10.83
248,2013,5034.565092,4305.468655,,,A,2000.0,1487000.0,BIH,10.83,10.83
249,2014,5206.06492,4411.38213,,,A,2000.0,1345900.0,BIH,11.35,11.35
250,2015,4662.26041,4662.26041,2160.5,42.2,A,4580.0,1457690.0,BIH,10.96,10.96
251,2016,4928.566528,4876.535725,,,A,2070.0,1499020.0,BIH,10.68,10.68
252,2017,5345.019948,5099.81638,,,A,1300.0,1490000.0,BIH,10.58,10.58
253,2018,6047.845469,5360.253115,,,A,12000.0,1543000.0,BIH,11.18,11.18
254,2019,6122.373792,5583.298356,,,A,9000.0,1540000.0,BIH,11.33,11.33
255,2020,6130.308662,5490.753924,2156.88,42.13,A,5000.0,1479000.0,BIH,11.05,11.05
256,2021,7295.342019,5995.542772,,,A,10000.0,1478000.0,BIH,10.72,10.72
257,2022,7655.594716,6327.16382,,,A,3475.0,1315133.0,BIH,11.61,11.61
258,2023,8638.667156,6499.255947,,,A,1221.0,1207813.0,BIH,11.91,11.91
259,2024,8932.190482,6704.264602,,,A,621.0,1117061.0,BIH,,
260,1970,1059.967734,1822.341884,,,A,80000.0,1020000.0,BGR,10.99,10.99
261,1971,1041.988779,1937.053392,,,X,80000.0,1037000.0,BGR,10.54,10.54
262,1972,1212.996917,2075.487581,,,A,80000.0,981000.0,BGR,10.6,10.6
263,1973,1438.701179,2233.262982,,,A,80000.0,,BGR,10.15,10.15
264,1973,1438.701179,2233.262982,,,E,,921000.0,BGR,10.15,10.15
265,1974,1554.212387,2385.808827,,,A,100000.0,,BGR,10.54,10.54
266,1974,1554.212387,2385.808827,,,E,,894000.0,BGR,10.54,10.54
267,1975,1365.14165,2584.253844,,,E,100000.0,891000.0,BGR,10.83,10.83
268,1976,1441.302595,2741.056699,,,A,90000.0,964000.0,BGR,9.84,9.84
269,1977,1466.075375,2898.163148,,,A,85000.0,910000.0,BGR,10.89,10.89
270,1978,1586.353365,3057.120423,,,A,80000.0,823000.0,BGR,10.14,10.14
271,1979,1064.827037,3255.765455,,,A,75000.0,778000.0,BGR,10.71,10.71
272,1980,1222.525993,3428.260076,,,A,72000.0,752000.0,BGR,9.93,9.93
273,1981,1399.313324,3584.813769,,,A,151000.0,1571000.0,BGR,10.65,10.65
274,1982,1516.20173,3658.241934,,,A,152000.0,1566000.0,BGR,10.46,10.46
275,1983,1625.880812,3775.008398,,,A,152000.0,1563000.0,BGR,10.68,10.68
276,1984,1738.004414,3894.819243,,,A,151000.0,1558000.0,BGR,10.5,10.5
277,1985,1839.798108,3996.544338,,,A,155000.0,1596000.0,BGR,10.29,10.29
278,1986,1954.81304,4162.558747,,,A,153000.0,1578000.0,BGR,10.51,10.51
279,1987,2121.513583,4408.318004,,,A,154000.0,732000.0,BGR,10.26,10.26
280,1988,2434.154669,4885.618407,,,A,71000.0,724000.0,BGR,10.6,10.6
281,1989,2459.87695,4750.971705,,,A,100000.0,1427000.0,BGR,10.98,10.98
282,1990,2349.259796,4373.608723,3327.0,30.07,A,100000.0,1403000.0,BGR,11.32,11.32
283,1991,966.225936,4062.523984,,,A,200000.0,1250000.0,BGR,9.99,9.99
284,1992,1107.104169,3828.079391,,,A,106000.0,1764000.0,BGR,10.76,10.76
285,1993,1409.184519,3812.644855,,,A,100000.0,1610000.0,BGR,10.63,10.63
286,1994,1270.285779,3904.846731,,,A,17000.0,870000.0,BGR,12.06,12.06
287,1995,2272.373723,4045.332063,,,A,35000.0,839000.0,BGR,10.65,10.65
288,1996,1482.860656,4289.875071,,,A,48000.0,1137000.0,BGR,10.25,10.25
289,1997,1377.143214,3717.655349,,,A,49000.0,1130000.0,BGR,10.17,10.17
290,1998,1846.97628,3895.9338,,,E,58000.0,1330333.0,BGR,11.03,11.03
291,1999,1690.382336,3600.117571,,,X,165000.0,936000.0,BGR,11.71,11.71
292,2000,1655.641271,3796.768287,3375.0,30.51,X,314000.0,1793000.0,BGR,11.82,11.82
293,2001,1788.929776,3977.776709,,,X,281000.0,1354000.0,BGR,11.56,11.56
294,2002,2086.385629,4246.975675,,,X,328000.0,1859000.0,BGR,11.52,11.52
295,2003,2709.360914,4502.344072,,,E,328000.0,1859000.0,BGR,10.89,10.89
296,2004,3375.44113,4829.487969,,,X,330000.0,2579000.0,BGR,11.15,11.15
297,2005,3881.541182,5206.81155,,,X,318000.0,2360000.0,BGR,10.71,10.71
298,2006,4499.89802,5600.863484,,,X,270000.0,2615000.0,BGR,11.05,11.05
299,2007,5856.321739,6015.61608,,,X,267000.0,2259000.0,BGR,12.27,12.27
300,2008,7229.783856,6427.806518,,,X,302000.0,2390000.0,BGR,11.87,11.87
301,2009,6947.614004,6252.134956,,,X,223000.0,2152000.0,BGR,11.8,11.8
302,2010,6815.245918,6392.415041,3737.0,34.42,A,278000.0,2379000.0,BGR,11.74,11.74
303,2011,7815.865032,6576.938964,,,A,305000.0,2536000.0,BGR,10.94,10.94
304,2012,7420.657622,6683.250422,,,A,313029.0,2602756.0,BGR,11.98,11.98
305,2013,7683.737418,6694.934833,,,A,348764.0,2429594.0,BGR,12.11,12.11
306,2014,7902.164209,6797.001134,,,A,465100.0,2068560.0,BGR,11.88,11.88
307,2015,7072.908104,7072.908104,3833.0,35.31,A,603627.0,2244572.0,BGR,12.06,12.06
308,2016,7566.454801,7338.182876,,,A,792901.0,2135311.0,BGR,11.99,11.99
309,2017,8362.165635,7594.879633,,,A,875117.0,2114138.0,BGR,11.65,11.65
310,2018,9431.17375,7844.931378,,,A,850358.0,1998856.0,BGR,12.06,12.06
311,2019,9839.340966,8199.682422,,,A,696507.0,2012749.0,BGR,12.64,12.64
312,2020,10175.105235,7983.86436,3896.0,35.89,A,642795.0,1689654.0,BGR,12.31,12.31
313,2021,12274.444518,8675.661174,,,A,607655.0,1748977.0,BGR,11.66,11.66
314,2022,13259.750436,9093.968738,,,A,614757.0,2046837.0,BGR,12.21,12.21
315,2023,15067.661491,9306.540953,,,A,494437.0,1671535.0,BGR,12.96,12.96
316,2024,16605.082252,9622.097662,,,A,492560.0,1405131.0,BGR,,
317,1991,1948.224267,2852.256792,,,,,,BLR,6.84,6.84
318,1992,1796.279943,2571.211727,,,A,210000.0,603000.0,BLR,7.05,7.05
319,1993,1695.881096,2371.292553,,,A,200000.0,625000.0,BLR,6.03,6.03
320,1994,1531.387087,2096.521315,,,E,196000.0,613000.0,BLR,6.79,6.79
321,1995,1404.637482,1883.505525,,,E,196000.0,613000.0,BLR,7.05,7.05
322,1996,1474.902322,1942.168474,,,E,196000.0,613000.0,BLR,5.66,5.66
323,1997,1439.839466,2172.898033,,,E,196000.0,613000.0,BLR,6.37,6.37
324,1998,1561.125377,2366.154395,,,X,217000.0,651000.0,BLR,6.52,6.52
325,1999,1250.003835,2457.837098,,,X,457400.0,686100.0,BLR,7.81,7.81
326,2000,1077.955125,2612.554592,8273.0,40.78,X,371300.0,556900.0,BLR,7.92,7.92
327,2001,1285.233738,2750.665269,,,X,379000.0,568000.0,BLR,7.17,7.17
328,2002,1528.201332,2907.332127,,,X,391000.0,587000.0,BLR,7.73,7.73
329,2003,1879.840051,3132.990423,,,X,274000.0,822400.0,BLR,6.72,6.72
330,2004,2457.540932,3515.416132,,,X,405900.0,860100.0,BLR,6.8,6.8
331,2005,3230.503243,3874.081966,,,X,429700.0,910300.0,BLR,6.89,6.89
332,2006,3977.097113,4287.934201,,,X,431300.0,913700.0,BLR,6.95,6.95
333,2007,4894.550907,4677.627946,,,E,431300.0,913700.0,BLR,7.95,7.95
334,2008,6590.913894,5175.092583,,,E,431300.0,913700.0,BLR,8.08,8.08
